"","Site","Month","WY","Year","Date","Season","Acari","Aeshnidae","Ameletidae","Amphipoda","Apataniidae","Arctopsychinae","Baetidae","Bivalvia","Brachycentridae","Caenidae","Calamoceratidae","Calopterygidae","Capniidae","Ceratopogonidae","Chironomidae","Chloroperlidae","Coenagrionidae","Cordulegastridae","Corduliidae","Corixidae","Corydalidae","Cyrenidae","Decapoda","Dixidae","Dytiscidae","Elmidae","Empididae","Ephemerellidae","Eulichadidae","Gastropoda","Glossosomatidae","Gomphidae","Helicopsychidae","Heptageniidae","Hirudinea","Hydropsychidae","Hydroptilidae","Lepidostomatidae","Leptoceridae","Leptohyphidae","Leptophlebiidae","Leuctridae","Libellulidae","Limnephilidae","Naucoridae","Nemouridae","Odontoceridae","Oligochaeta","Ostracoda","Peltoperlidae","Perlidae","Perlodidae","Philopotamidae","Polycentropodidae","Psephenidae","Psychodidae","Psychomyiidae","Pteronarcyidae","Ptilodactylidae","Pyraloidae","Rhyacophilidae","Sericostomatidae","Sialidae","Simuliidae","Siphlonuridae","Stratiomyidae","Tabanidae","Thremmatidae","Tipulidae","Turbellaria","sample.size","total.ept","Percent.ept","total.taxa","eph.taxa","ple.taxa","tri.taxa","EPT.richness","eph.rel.ab","ple.rel.ab","tri.rel.ab","Percent.chir","Diversity","EPT.Diversity","P.rel.ab","CF.rel.ab","CG.rel.ab","SH.rel.ab","SC.rel.ab","rare.rich","rare.EPT.rich","sens.taxa.rich","sens.taxa.div","tol.taxa.rich","tol.taxa.div","Cat1","Cat3","Cat6","Cat12","DO.Average","Cond.Average","H2OTemp.Average","pH.Average","Turb.Average","NO3.Average","PO4.Average","Bacteria_TC","Bacteria_EColi","DO30","DO90","DO180","DO365","Cond30","Cond90","Cond180","Cond365","H2OTemp30","H2OTemp90","H2OTemp180","H2OTemp365","pH30","pH90","pH180","pH365","Turb30","Turb90","Turb180","Turb365","Nitrate30","Nitrate90","Nitrate180","Nitrate365","Phosphate30","Phosphate90","Phosphate180","Phosphate365","TotColiform30","TotColiform90","TotColiform180","TotColiform365","ppt30","ppt90","ppt180","ppt365","tmean30","tmean90","tmean180","tmean365","vpdmin30","vpdmin90","vpdmin180","vpdmin365","vpdmax30","vpdmax90","vpdmax180","vpdmax365","SOI.avg5","P_ET"
"73",13,10,2010,2009,"2009-10-09","Base",12,0,0,0,0,0,12,0,11,0,0,0,9,7,201,2,0,2,0,0,0,0,0,0,0,11,1,18,0,0,0,7,0,12,0,15,1,0,0,0,2,1,0,0,0,7,0,73,0,0,0,0,0,1,0,0,0,0,0,0,7,4,0,69,0,0,0,0,11,0,496,102,20.5645161290323,24,4,4,6,14,0.0887096774193548,0.0383064516129032,0.0786290322580645,40.5241935483871,2.14101066766906,2.33087887501096,0.0766129032258065,0.193548387096774,0.639112903225806,0.0423387096774194,0.0262096774193548,22,14,11,2.33156650641313,4,1.12636971110825,"Average","Dry","Average","Average",10.403,30.733,8,6.633,0.55,0.1,0.05,2419.6,58.3,10.0015,9.59175,9.82428571428571,10.3446666666667,37.7665,41.00825,39.2714285714286,42.6971666666667,10,12.25,11.4285714285714,9,6.623,6.6425,6.62657142857143,6.40381818181818,0.685,0.5925,0.635714285714286,0.658333333333333,0.1,0.10425,0.102428571428571,0.102,0.055,0.05425,0.0524285714285714,0.0514166666666667,2419.6,2419.6,1504.54285714286,936.533333333333,0.11,0.0366666666666667,0.958666666666667,3.45342465753425,19.6733333333333,22.2555555555556,19.7033333333333,13.9717808219178,7.477,8.11144444444445,6.05694444444445,4.16665753424657,31.0876666666667,35.675,29.284,19.9256438356164,1.34,580.631096508206
"74",13,10,2011,2010,"2010-10-14","Base",7,0,0,0,0,0,2,1,27,0,3,0,0,1,135,14,0,2,0,0,0,0,0,2,0,15,7,21,0,0,0,15,0,9,0,12,0,19,0,0,4,9,0,0,0,20,0,36,0,0,5,0,1,5,0,0,0,0,0,0,9,31,8,11,0,0,0,0,2,0,434,192,44.2396313364055,30,5,4,8,17,0.0852534562211982,0.110599078341014,0.246543778801843,31.1059907834101,2.67552868572319,2.50933084189923,0.15668202764977,0.131336405529954,0.497695852534562,0.188940092165899,0.0207373271889401,30,17,15,2.50928173937607,5,1.08782543023759,"Average","Average","Wet","Average",9.897,50.3,11,6.64,1.2,0.1,0.05,1203.3,45.9,9.835,9.679,9.79116666666667,10.5555454545455,48.6165,47.911,44.6443333333333,42.2969090909091,11.5,12.3333333333333,12.6666666666667,10.1818181818182,6.525,6.52766666666667,6.521,6.57445454545455,1.2,1.05,2,2.42,0.1,0.1,0.102833333333333,0.101545454545455,0.05,0.05,0.05,0.05,1811.45,2014.16666666667,1899.81666666667,1504.33636363636,0.344333333333333,0.128222222222222,1.38455555555556,3.64693150684931,19.2866666666667,20.9211111111111,18.2316666666667,12.8372602739726,5.33233333333333,6.03677777777778,4.249,2.52027397260274,26.234,30.4085555555556,24.7105,16.2061643835616,-0.812,1114.78713182009
"75",13,10,2012,2011,"2011-10-13","Base",25,0,0,0,0,0,20,1,93,0,3,0,4,2,169,9,0,4,0,0,0,0,0,0,0,10,1,40,0,0,0,2,0,4,0,6,0,10,0,0,2,0,0,4,0,39,0,23,0,0,2,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,2,0,485,245,50.5154639175258,26,4,4,7,15,0.136082474226804,0.111340206185567,0.257731958762887,34.8453608247423,2.23148403163386,1.97157902730227,0.0969072164948454,0.206185567010309,0.544329896907216,0.14020618556701,0.00824742268041237,26,15,13,1.89209103316323,3,0.550835573390351,"Wet","Wet","Wet","Wet",9.823,46.933,10,5.66,1.3,0.233,0.06,101.9,3.1,9.6465,9.57766666666667,9.7105,10.2863846153846,47.6,46.9666666666667,45.0166666666667,43.1076153846154,11.5,11.6666666666667,11.5,9.46153846153846,5.8685,5.93333333333333,5.83283333333333,5.93838461538462,1.075,0.833333333333333,1.26666666666667,4.28076923076923,0.1865,0.161,0.132166666666667,0.116384615384615,0.0565,0.061,0.0576666666666667,0.0566153846153846,181.6,927.6,644.366666666667,503.323076923077,3.986,1.32866666666667,1.95888888888889,6.05912328767123,17.96,21.0488888888889,17.9694444444444,12.6087671232877,3.53866666666667,5.48088888888889,3.96411111111111,2.4888493150685,22.8073333333333,29.3728888888889,23.3442222222222,15.5186301369863,2.154,399.938977655682
"76",13,10,2013,2012,"2012-10-09","Base",4,0,0,0,0,0,17,0,91,0,1,0,2,2,58,9,0,6,0,0,0,0,0,0,0,23,0,63,0,0,0,4,0,37,0,25,0,4,0,0,23,3,0,0,0,40,0,39,0,0,0,0,2,3,0,0,0,0,0,0,14,2,0,27,0,0,0,0,1,0,500,336,67.2,25,4,4,8,16,0.28,0.108,0.284,11.6,2.6363059813816,2.16700612634531,0.078,0.296,0.446,0.104,0.074,25,16,13,1.99258857736704,5,1.31499267321837,"Average","Average","Wet","Average",9.693,42.533,10,6.703,0.65,0.103,0.05,1986.3,51.2,9.113,8.9505,9.20314285714286,9.77341666666667,44.4665,46.07475,43.3142857142857,44.5923076923077,11.5,13,12.2857142857143,9.46153846153846,6.628,6.59225,6.35942857142857,5.98923076923077,0.5,0.6875,1.19285714285714,6.81538461538461,0.11,0.1225,0.129,0.127384615384615,0.05,0.05,0.0671428571428571,0.0613076923076923,1070.8,776.3,498.942857142857,472.8,0,0.0173333333333333,1.17205555555556,3.41194520547945,21.7,22.9488888888889,20.1022222222222,14.0424657534247,8.05033333333333,8.62722222222222,6.43227777777778,3.96380821917808,32.624,36.6411111111111,29.9437222222222,19.7327671232877,1.362,433.465538702642
"77",13,10,2014,2013,"2013-10-16","Base",5,0,0,0,0,0,8,1,0,0,0,0,0,20,199,16,0,11,0,0,0,0,0,0,0,6,0,12,0,0,0,22,0,1,0,1,0,4,0,0,9,2,0,0,0,3,0,124,0,0,0,0,0,1,0,3,0,0,0,0,1,5,7,9,0,0,0,0,8,1,480,64,13.3333333333333,26,5,3,5,13,0.0645833333333333,0.04375,0.025,41.4583333333333,1.99385306091471,2.14536197216387,0.172916666666667,0.025,0.754166666666667,0.0291666666666667,0.00208333333333333,24,12,10,2.24374856083996,5,1.07917109759793,"Average","Average","Dry","Average",9.51,50,8,6.11,5.57,0.1,NA,847.5,34.5,9.3515,8.98,8.9595,9.79466666666667,51.6665,47.6886666666667,43.8555,43.3305,9.5,10.6666666666667,11.5,9.08333333333333,6.1815,6.09866666666667,6.30883333333333,6.5,3.1335,2.32233333333333,1.4695,1.41033333333333,0.125,0.14,0.135,0.12775,0.05,0.085,0.064,0.0563636363636364,831.95,1361.16666666667,850.7,492.025,0.68,0.666111111111111,0.781222222222222,3.46194520547945,14.8766666666667,20.01,19.6733333333333,14.1049315068493,3.61066666666667,6.41166666666667,5.98138888888889,3.548,19.046,28.9536666666667,27.8876111111111,18.8375342465753,-0.03,59.8678670819481
"78",13,10,2015,2014,"2014-10-15","Base",18,0,0,0,0,0,1,0,2,0,2,0,8,10,212,7,0,8,0,0,0,0,0,1,0,12,0,34,0,0,0,24,0,10,0,4,0,7,0,0,29,0,0,0,0,3,0,48,0,0,2,0,0,0,0,1,0,0,0,0,0,4,13,5,0,0,0,0,4,0,469,113,24.0938166311301,25,4,4,5,13,0.157782515991471,0.0426439232409382,0.0405117270788913,45.2025586353945,2.16525536730759,2.04599810990673,0.174840085287846,0.023454157782516,0.720682302771855,0.0511727078891258,0.0213219616204691,25,13,13,2.25245313812977,4,0.78467475784555,"Dry","Dry","Dry","Dry",8.44,44.3,12,6.42,2.1,0.1,0.4,2419.6,1299.7,8.5665,8.322,8.73316666666667,9.63769230769231,42.7665,42.6333333333333,38.0028333333333,41.06225,12.5,13,13.2,9.54545454545454,6.64,6.42766666666667,6.395,6.24425,1.1415,0.766666666666667,0.525,1.42361538461538,0.1,0.1,0.1,0.101538461538462,0.255,0.186666666666667,0.123333333333333,0.0883333333333333,2419.6,1734.86666666667,1073.56666666667,611.638461538462,1.483,0.526333333333333,0.636666666666667,2.54994520547945,19.3633333333333,22.3266666666667,20.8288888888889,15.4167123287671,5.962,7.98566666666667,7.24822222222222,5.0852602739726,26.135,32.5164444444445,30.4792222222222,21.556301369863,0.392,87.9462940066928
"79",13,6,2003,2003,"2003-06-07","Peak",6,0,0,0,0,0,29,0,2,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,12,5,4,0,0,0,15,0,39,0,9,1,0,0,0,0,0,0,0,0,63,0,10,0,0,1,0,0,0,0,0,2,1,0,0,16,4,0,38,0,0,0,0,0,0,500,171,34.2,19,3,3,6,12,0.144,0.13,0.068,48.6,1.88490251778776,1.75249773548282,0.086,0.098,0.596,0.136,0.084,18,11,7,1.49724538932306,4,0.671581065529713,"Wet","Average","Average","Average",9.25,41.1,15,6.267,1.4,NA,NA,NA,NA,9.8785,11.39675,11.3071666666667,10.7255,39.25,49.3335,44.489,40.2834166666667,12.5,10.75,9.14285714285714,10.9230769230769,5.967,6.0585,6.72385714285714,6.96661538461538,1.55,1.825,3.23571428571429,2.25384615384615,NA,0.113,0.113,0.131,NA,0.05,0.05,0.05,NA,NA,NA,NA,0.347,5.75688888888889,7.30177777777778,4.07421917808219,17.7766666666667,11.6488888888889,9.4038888888889,14.0235616438356,3.37533333333333,1.55455555555555,1.16694444444444,3.46635616438356,22.057,12.5811111111111,9.81011111111111,18.417397260274,-0.73,685.511412886003
"80",13,6,2004,2004,"2004-06-15","Peak",3,0,0,0,0,4,8,0,5,0,0,0,0,0,265,0,0,0,0,0,0,0,0,1,0,22,6,3,0,0,0,12,0,43,0,8,1,0,0,0,0,0,0,0,0,24,0,49,0,0,0,1,0,0,0,0,0,3,0,0,4,1,0,35,0,0,0,0,2,0,500,105,21,21,3,3,6,12,0.108,0.056,0.046,53,1.80655917399635,1.82533959060334,0.05,0.104,0.696,0.056,0.088,21,12,8,2.0159309904187,4,0.841371093486198,"Average","Dry","Average","Average",9.477,37.533,13,6.133,1.2,0.1,0.05,NA,NA,9.477,9.34233333333333,10.3255,10.5783333333333,37.533,39.3,36.9734,40.1636363636364,13,10.6666666666667,9,9.33333333333333,6.133,6.17766666666667,6.1945,6.0805,1.2,1.66666666666667,2.63333333333333,1.885,0.1,0.1,0.1,0.1,0.05,0.0523333333333333,0.05175,0.05175,NA,NA,NA,NA,0.371333333333333,1.01366666666667,4.71427777777778,3.53906849315069,16.72,14.8666666666667,10.7533333333333,14.2945205479452,2.92033333333333,2.84933333333333,1.91194444444444,3.56358904109589,20.584,18.988,13.2092222222222,19.209698630137,-0.23,354.102989273433
"81",13,6,2005,2005,"2005-06-21","Peak",8,0,0,0,0,4,104,0,8,0,0,0,1,0,105,0,0,0,0,0,1,0,0,0,0,41,7,11,0,2,0,4,0,59,0,15,0,1,0,0,3,1,0,6,0,42,0,9,0,0,21,4,0,1,0,0,1,1,0,0,8,2,0,49,0,0,0,0,1,2,542,312,57.5645756457565,32,4,6,10,20,0.326568265682657,0.129151291512915,0.119926199261993,19.3726937269373,2.57346584658826,2.1300400240882,0.0940959409594096,0.142066420664207,0.503690036900369,0.0996309963099631,0.151291512915129,30,20,10,2.20005154690942,5,1.12450878885015,"Wet","Wet","Average","Average",10.47,41.633,11,6.577,1.6,0.1,0.05,149.7,42.6,10.47,10.83,11.634,10.6499090909091,41.633,39.6,39.2166666666667,41.0055,11,9.33333333333333,8.16666666666667,9.08333333333333,6.577,6.01466666666667,6.17566666666667,6.09616666666667,1.6,1.49333333333333,1.84666666666667,1.1775,0.1,0.1,0.1005,0.100272727272727,0.05,0.0533333333333333,0.0516666666666667,0.0709090909090909,149.7,163.6,163.6,163.6,1.708,5.34511111111111,7.17005555555555,4.78698630136986,16.55,12.3466666666667,10.1016666666667,13.2986301369863,2.21966666666667,1.38433333333333,1.34266666666667,3.1526301369863,19.258,13.2012222222222,10.7803333333333,17.437397260274,-0.506,836.161461080927
"82",13,6,2006,2006,"2006-06-13","Peak",4,0,0,0,0,7,54,0,4,0,0,0,0,3,116,5,0,0,0,0,1,0,0,0,0,21,14,2,0,0,0,1,0,46,0,5,0,4,0,0,0,0,0,0,0,33,0,15,0,0,12,0,0,0,0,0,0,1,0,0,22,1,0,115,0,0,0,0,6,0,493,196,39.7565922920893,24,3,4,6,13,0.206896551724138,0.103448275862069,0.0872210953346856,23.5294117647059,2.33621026866782,1.97749422315649,0.127789046653144,0.265720081135903,0.421906693711968,0.0791075050709939,0.0933062880324544,23,11,9,2.10919279039492,5,1.16563534249058,"Wet","Wet","Wet","Wet",9.71,41,12,5.333,1.8,0.1,0.05,2419.6,50.4,9.7285,10.591,10.7016666666667,10.8050769230769,43.1,39.5085,39.1335,41.6806666666667,12,9.75,8.83333333333333,9.69230769230769,5.983,5.67475,5.80533333333333,5.92376923076923,1.7,2.95,2.58333333333333,1.77076923076923,0.1,0.1,0.1,0.101769230769231,0.05,0.05,0.05,0.0507692307692308,2419.6,1334.3,897.316666666667,667.61,1.49166666666667,6.67177777777778,10.8338333333333,6.22134246575342,17.5,12.8,9.64277777777778,13.5210958904109,2.61133333333333,1.70766666666667,1.21511111111111,2.78846575342466,20.2286666666667,14.2712222222222,10.3151666666667,17.3004657534247,0.468,1352.38689142735
"83",13,6,2007,2007,"2007-06-12","Peak",9,0,0,0,0,3,11,0,6,0,0,0,0,2,228,4,0,1,0,0,1,0,0,3,0,25,22,0,0,0,0,5,0,26,0,1,1,0,0,0,0,10,0,0,0,30,0,27,0,0,8,0,0,0,0,0,0,1,0,0,17,5,0,58,0,0,0,0,3,0,507,123,24.2603550295858,25,2,5,6,13,0.0729783037475345,0.104536489151874,0.0650887573964497,44.9704142011834,2.13532135451446,2.14073679244914,0.136094674556213,0.134122287968442,0.579881656804734,0.0907297830374754,0.0532544378698225,23,11,11,2.28846082392808,5,1.04001392041759,"Average","Dry","Dry","Dry",9.677,45.5,11,6.2,0.7,0.1,0.05,2419.6,55.4,9.677,11.488,11.3958333333333,10.6290769230769,45.5,45.2776666666667,44.5555,45.841,11,9.33333333333333,7.66666666666667,9.30769230769231,6.2,6.10566666666667,5.96966666666667,5.99676923076923,0.7,0.833333333333333,1.75,1.71153846153846,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,2419.6,1027.46666666667,590.733333333333,1433.95384615385,0.715,2.35288888888889,4.19394444444444,2.91523287671233,17.7833333333333,14.2244444444444,10.2961111111111,14.0764383561644,3.654,2.52688888888889,1.86994444444444,3.75630136986301,23.848,18.5756666666667,13.6567222222222,19.7330684931507,-0.658,235.541004622079
"84",13,6,2008,2008,"2008-06-17","Peak",26,0,0,0,0,0,3,0,7,0,0,0,0,3,228,11,0,11,0,0,0,0,0,0,0,50,24,1,0,1,0,28,0,0,0,1,0,0,0,0,0,1,0,1,0,23,0,4,0,0,5,0,0,0,0,4,0,1,3,0,4,11,1,27,0,0,2,0,4,0,487,69,14.1683778234086,28,2,5,5,12,0.0082135523613963,0.0841889117043121,0.0492813141683778,46.8172484599589,2.11327160166699,1.98222769468456,0.236139630390144,0.0718685831622177,0.59958932238193,0.082135523613963,0.00205338809034908,28,12,10,2.25724807158135,7,0.928630648417699,"Dry","Dry","Dry","Dry",8.67,39,15,6.573,0.6,0.1,0.05,275.5,21.8,8.67,9.75133333333333,11.2311428571429,10.5022307692308,39,45.3556666666667,41.2714285714286,44.0539230769231,15,12,7.71428571428571,9.15384615384615,6.573,6.169,5.92,6.00607692307692,0.6,0.516666666666667,0.915714285714286,0.675384615384615,0.1,0.1,0.1,0.1,0.05,0.05,0.0571428571428571,0.0582307692307692,275.5,237.6,185.55,761.666666666667,0.522333333333333,0.498,3.5595,2.95084931506849,16.6933333333333,13.7066666666667,9.64000000000001,13.145205479452,4.32633333333333,3.21711111111111,2.07077777777778,3.33638356164384,23.7056666666667,19.295,13.3842777777778,18.641205479452,0.882,328.910450974204
"85",13,6,2010,2010,"2010-06-07","Peak",13,0,0,0,0,3,7,0,0,0,0,0,0,0,155,1,0,2,0,0,0,0,0,1,0,8,7,0,0,1,0,6,0,11,0,1,0,2,0,0,3,0,0,2,0,16,0,58,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,169,0,0,0,0,1,0,481,60,12.4740124740125,23,3,3,6,12,0.0436590436590437,0.0415800415800416,0.0395010395010395,32.2245322245322,1.85803218928208,2.14515944356041,0.0727650727650728,0.35966735966736,0.482328482328482,0.0582120582120582,0.0249480249480249,20,12,9,2.20736600904768,4,1.14549806908463,"Wet","Average","Average","Average",9.75,41.6,13,6.45,4.5,0.11,0.05,2419.6,30.5,10.0465,10.3565,10.7566666666667,10.4503333333333,40.5165,40.28325,41.8555,40.52775,12,10.5,9.83333333333333,10.0833333333333,6.53,6.58,6.58666666666667,6.63133333333333,3.15,3.1625,3.35833333333333,1.96833333333333,0.1085,0.10425,0.102833333333333,0.102833333333333,0.05,0.05,0.05,0.0514166666666667,1468.4,1343.35,1342.21666666667,1531.425,3.44333333333333,5.24033333333333,6.78611111111111,3.8545205479452,12.3466666666667,10.1644444444444,8.18722222222222,13.007397260274,0.844333333333333,1.094,0.785111111111111,3.07832876712329,12.1793333333333,11.8525555555556,8.64305555555555,17.3564657534247,-0.812,580.631096508206
"86",13,6,2011,2011,"2011-06-14","Peak",1,0,0,0,0,0,23,1,2,0,0,0,1,1,317,3,0,1,0,0,0,0,0,0,0,9,6,4,0,0,0,7,0,25,0,4,0,0,0,0,0,0,0,1,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,70,0,0,0,0,0,0,501,85,16.9660678642715,21,3,3,5,11,0.103792415169661,0.0259481037924152,0.0399201596806387,63.2734530938124,1.44941255840826,1.87847890710631,0.06187624750499,0.153692614770459,0.710578842315369,0.0239520958083832,0.0499001996007984,18,11,6,1.99835579814472,4,0.666705570239903,"Wet","Wet","Wet","Wet",9.987,43.433,12,5.867,1.7,0.1,0.063,410.6,88.2,10.1985,10.6046666666667,10.904,10.3845,41.9,39.7776666666667,38.8276666666667,42.5526666666667,10.5,9.66666666666667,8.16666666666667,9.66666666666667,6.035,5.951,5.80266666666667,6.1415,1.75,1.76666666666667,7.71666666666667,4.91363636363636,0.1,0.104333333333333,0.102166666666667,0.101666666666667,0.0565,0.0543333333333333,0.0538333333333333,0.0544166666666667,252,203,217.45,869.983333333333,4.29433333333333,6.26788888888889,7.91055555555556,5.70298630136986,11.4733333333333,10.1344444444444,8.07111111111111,12.586301369863,1.07133333333333,1.32388888888889,1.13694444444444,2.61112328767123,10.3283333333333,10.9615555555556,8.84494444444445,15.8710684931507,2.154,1114.78713182009
"87",13,6,2014,2014,"2014-06-19","Peak",9,0,0,0,0,0,4,0,1,0,0,0,0,9,354,1,0,5,0,0,0,0,0,0,0,6,6,1,0,0,0,9,0,7,0,2,0,4,0,0,3,1,0,0,0,20,0,10,0,0,1,0,3,0,0,0,0,0,0,0,1,2,2,18,0,0,0,0,2,3,485,51,10.5154639175258,27,4,4,6,14,0.0309278350515464,0.0474226804123711,0.0268041237113402,72.9896907216495,1.35586832176567,2.08887202767188,0.0969072164948454,0.0494845360824742,0.779381443298969,0.0556701030927835,0.0144329896907217,27,14,8,2.20323392598956,5,0.545316721964811,"Dry","Average","Dry","Dry",9.38,40.8,NA,6.357,0.25,0.1,0.06,344.8,40.4,9.38,9.74,10.4451666666667,9.76366666666667,40.8,31.375,34.89,41.6041818181818,NA,11,7.5,8.7,6.357,6.49366666666667,6.223,6.21554545454545,0.25,0.478,1.29733333333333,1.53925,0.1,0.1,0.103333333333333,0.114166666666667,0.06,0.0533333333333333,0.0533333333333333,0.0590909090909091,344.8,142.733333333333,138.45,490.533333333333,0.087,2.36166666666667,4.44055555555556,2.72972602739726,19.8266666666667,15.4511111111111,12.6627777777778,14.7284931506849,6.57,4.08411111111111,3.51355555555556,4.56624657534246,29.021,21.0275555555556,16.3385,20.3372876712329,0.392,59.8678670819481
"88",13,6,2021,2021,"2021-06-14","Peak",3,0,0,0,0,0,16,0,5,0,0,0,0,4,407,1,0,1,0,0,1,0,0,1,0,6,0,2,0,0,0,2,0,14,0,0,1,1,0,0,3,0,0,1,0,12,0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,0,5,119,0,0,0,0,0,0,616,61,9.9025974025974,23,4,3,5,12,0.0568181818181818,0.0243506493506494,0.0178571428571429,66.0714285714286,1.24505771538923,2.00368445459421,0.0357142857142857,0.201298701298701,0.712662337662338,0.0227272727272727,0.0243506493506494,21,11,7,2.19557213454865,4,0.654144444011511,"Dry","Dry","Dry","Dry",9.5,48.8,14,6.787,0.27,0.23,0.2,325.5,139.6,9.5,10.5575,10.5845,10.3863333333333,48.8,47.0165,47.4388333333333,49.4851111111111,14,9.75,8.66666666666667,8.125,6.787,6.786,6.784,6.82777777777778,0.27,0.545,0.616666666666667,0.554,0.23,0.6115,0.6115,0.448666666666667,0.2,0.31,0.31,0.211,325.5,356.4,356.4,320.933333333333,0.0693333333333333,0.515777777777778,2.57416666666667,1.64301369863014,17.8066666666667,14.6466666666667,10.795,15.2241095890411,3.90666666666667,3.31788888888889,2.26122222222222,4.4967397260274,26.635,21.9653333333333,15.4142222222222,22.9326301369863,1.1,-161.141633916866
"89",15,10,2005,2004,"2004-10-16","Base",0,0,0,3,0,0,150,0,3,0,0,0,0,0,125,20,0,0,0,0,0,0,0,0,0,72,0,0,0,2,0,0,2,6,0,26,4,1,0,13,1,0,0,0,0,0,0,9,0,0,11,1,0,0,6,0,0,0,0,1,0,0,0,38,0,0,0,0,1,7,502,238,47.4103585657371,22,4,3,5,12,0.338645418326693,0.0637450199203187,0.0717131474103586,24.9003984063745,2.08426538504575,1.36756687237387,0.0756972111553785,0.133466135458167,0.743027888446215,0.00199203187250996,0.0418326693227092,20,11,4,1.59058049429404,5,0.94976584522124,"Dry","Dry","Dry","Average",9.87,112.653,12,6.967,0.6,0.1,0.05,NA,NA,9.87,9.33766666666667,8.3765,10.4751666666667,112.653,101.029,121.781333333333,132.108,12,15.3333333333333,16.1666666666667,12.75,6.967,6.92233333333333,6.9055,6.86054545454545,0.6,1.00333333333333,1.26833333333333,4.12818181818182,0.1,0.1,0.132166666666667,0.155375,0.05,0.06,0.0606666666666667,0.058,NA,NA,NA,NA,0.224333333333333,0.0747777777777778,0.148,2.11175342465754,19.71,22.96,21.5222222222222,16.1975342465753,5.39,7.28877777777778,5.63455555555556,3.58923287671233,27.8713333333333,36.3385555555556,32.4027222222222,21.7788219178082,-0.23,571.032591890615
"90",15,10,2007,2006,"2006-10-14","Base",2,0,0,0,0,0,46,0,4,0,0,0,0,1,80,47,1,0,0,0,0,0,0,0,0,120,5,0,0,3,4,0,0,4,0,107,0,2,0,0,5,0,0,0,0,0,2,8,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,23,3,506,241,47.6284584980237,22,3,2,5,10,0.108695652173913,0.132411067193676,0.235177865612648,15.8102766798419,2.22198731869415,1.56597086338599,0.156126482213439,0.254940711462451,0.511857707509881,0.00790513833992095,0.0237154150197628,20,10,8,1.68811808293168,5,1.17087673782959,"Average","Average","Wet","Wet",10.973,138.9,11,7.307,0.75,0.1,0.06,2419.6,325.5,10.24,10.0423333333333,9.50183333333333,10.63825,115.7,114.377666666667,132.983333333333,128.775,13,15,16,12.0833333333333,7.3635,7.04233333333333,7.0395,7.04125,0.575,0.616666666666667,0.883333333333333,4.29583333333333,0.1,0.1,0.102166666666667,0.1435,0.0935,0.099,0.0845,0.0735833333333333,2419.6,2419.6,2088.86666666667,1782.46,0.170666666666667,0.0568888888888889,0.202,3.99293150684931,18.2433333333333,23.0166666666667,21.8455555555556,16.0372602739726,5.33133333333333,7.583,5.68927777777778,3.22430136986301,25.097,36.8943333333333,32.7611666666667,20.8429863013699,0.468,90.3908887352723
"91",15,10,2008,2007,"2007-10-11","Base",0,0,0,0,0,0,55,0,1,0,0,0,0,0,23,22,2,0,0,0,0,0,0,0,0,154,0,0,0,1,0,0,0,0,0,177,0,0,0,13,1,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,501,281,56.0878243512974,15,3,2,2,7,0.137724550898204,0.0678642714570858,0.355289421157685,4.59081836327345,1.78872040059837,1.12679601000388,0.0958083832335329,0.391217564870259,0.510978043912176,0,0.00199600798403194,15,6,2,1.0268464720301,4,1.40353988392502,"Average","Average","Average","Dry",10.127,111.867,10,6.5,2.56,0.1,0.057,2419.6,198.9,9.585,9.55333333333333,9.57714285714286,10.3423846153846,91.2335,90.1666666666667,114.023857142857,128.328153846154,13,14.3333333333333,14.8571428571429,12.2307692307692,8.6315,8.121,7.26128571428571,7.09761538461538,1.93,1.68666666666667,1.45857142857143,2.28153846153846,0.1,0.113333333333333,0.135285714285714,0.174923076923077,0.0535,0.059,0.06,0.0602307692307692,2419.6,2419.6,2419.6,1920.82307692308,1.75066666666667,0.583555555555556,0.778277777777778,1.98345205479452,16.39,21.76,20.5961111111111,15.6597260273973,2.47466666666667,5.81677777777778,4.7365,3.09304109589041,19.8983333333333,33.6588888888889,31.0938333333333,21.3075616438356,-0.658,207.777240961443
